-0.08526081,0.018850207,0,1,32
0.02862072,-0.08526075,1,0,41
0.028959572,0.02862072,1,0,32
0.044599712,0.028959572,1,0,63
-0.014288545,0.04459977,0,1,26
-0.0602957,-0.014288545,0,1,56
0.011782765,-0.0602957,1,0,48
0.059604704,0.011782825,1,0,59
-0.0032451153,0.059604704,0,1,115
0.017948687,-0.0032451153,1,0,121
-0.007920206,0.017948687,0,1,114
-0.0701192,-0.007920206,0,1,114
0.032019496,-0.07011902,1,0,98
-0.014515877,0.032019496,0,1,63
0.027726412,-0.014515877,1,0,59
0.032574713,0.027726531,1,0,57
-0.019748092,0.032574713,0,1,56
-0.011534631,-0.019748092,0,1,52
0.011820078,-0.011534691,1,0,52
-0.04239893,0.011820078,0,1,61
0.054698706,-0.04239893,1,0,63
0.015458584,0.054698884,1,0,74
-0.012582123,0.015458584,0,1,45
-0.015981197,-0.012582123,0,1,57
-0.008596718,-0.015981197,0,1,115
-0.041232646,-0.008596718,0,1,64
0.00049990416,-0.041232646,1,0,86
0.030468225,0.00049996376,1,0,108
0.014846027,0.030468225,1,0,102
-0.023833752,0.014846027,0,1,89
0.020716012,-0.023833692,1,0,107
-0.045723498,0.020716012,0,1,115
0.03236687,-0.045723498,1,0,118
-0.027909875,0.03236687,0,1,72
0.030085266,-0.027909875,1,0,139
0.005108297,0.030085266,1,0,185
0.024006844,0.005108595,1,0,193
-0.0311957,0.024006844,0,1,161
-0.018456817,-0.0311957,0,1,211
-0.03648877,-0.018456697,0,1,148
-0.008040667,-0.03648877,0,1,103
0.012537181,-0.008040667,1,0,126
0.038661063,0.012537181,1,0,155
0.04790622,0.03866124,1,0,128
-0.013772666,0.047906518,0,1,162
0.0053378344,-0.013772666,1,0,186
-0.026281536,0.0053378344,0,1,183
-0.02703023,-0.026281476,0,1,177
0.036517322,-0.02703023,1,0,181
0.0066785812,0.036517322,1,0,150
-0.00776428,0.00667876,0,1,205
-0.032279015,-0.00776428,0,1,269
-0.24929014,-0.032279015,0,1,317
-0.16794848,-0.24929011,0,1,278
0.0155164,-0.16794848,1,0,326
0.0033021271,0.0155164,1,0,241
0.19292977,0.003302008,1,0,268
0.011344463,0.19292977,1,0,229
0.016921222,0.011344463,1,0,181
0.0017346442,0.016921103,1,0,252
0.046239138,0.0017346442,1,0,183
0.10345358,0.046239138,1,0,151
0.12667537,0.10345358,1,0,157
-0.027136326,0.12667537,0,1,175
0.022416115,-0.027136385,1,0,204
-0.09431279,0.022416055,0,1,153
-0.035345495,-0.09431279,0,1,182
0.042488515,-0.035345495,1,0,219
-0.033270657,0.042488575,0,1,148
-0.015051901,-0.033270657,0,1,131
-0.016273677,-0.015051901,0,1,123
0.021470845,-0.016273618,1,0,158
0.07585758,0.021470845,1,0,144
0.031503797,0.07585758,1,0,178
-0.017696321,0.031503797,0,1,189
0.033867598,-0.017696321,1,0,200
-0.022098005,0.033867538,0,1,190
0.054445684,-0.022097945,1,0,182
-0.043794096,0.054445684,0,1,145
-0.036963463,-0.043794036,0,1,130
-0.012342691,-0.036963463,0,1,134
-0.042568207,-0.012342691,0,1,114
0.0072131157,-0.042568326,1,0,107
0.03575754,0.0072131157,1,0,144
-0.021018386,0.03575754,0,1,105
-0.012115717,-0.021018386,0,1,85
-0.014884353,-0.012115717,0,1,110
-0.01900816,-0.014884353,0,1,100
0.04382968,-0.01900816,1,0,67
0.017594814,0.04382968,1,0,52
0.006562412,0.017594814,1,0,106
0.0016193986,0.0065624714,1,0,53
-0.029260218,0.0016193986,0,1,44
0.0041211843,-0.029260218,1,0,56
0.0072223544,0.0041211247,1,0,86
-0.055609465,0.0072223544,0,1,127
0.043281496,-0.055609345,1,0,80
-0.086031854,0.043281436,0,1,147
0.041868687,-0.086031854,1,0,57
-0.019447982,0.041868687,0,1,78
-0.025862932,-0.019448042,0,1,127
-0.018793166,-0.025862932,0,1,115
0.027399004,-0.018793166,1,0,171
-0.052467585,0.027399063,0,1,109
-0.015406013,-0.052467585,0,1,236
-0.039151013,-0.015406013,0,1,123
0.046161056,-0.039151013,1,0,171
0.037379593,0.046161085,1,0,225
0.061340332,0.037379652,1,0,160
0.04795748,0.061340332,1,0,162
0.051670372,0.04795748,1,0,139
-0.062312484,0.051670372,0,1,130
0.040814042,-0.062312484,1,0,186
0.008344173,0.040814042,1,0,141
0.048068523,0.008344054,1,0,174
-0.041384995,0.048068523,0,1,121
-0.061782658,-0.041384995,0,1,168
-0.03023231,-0.061782777,0,1,244
-0.10518274,-0.03023231,0,1,186
0.10702816,-0.10518274,1,0,228
-0.014581919,0.107028276,0,1,252
0.10491878,-0.014581859,1,0,313
0.035451412,0.10491878,1,0,216
-0.066951215,0.03545147,0,1,254
0.0071759224,-0.066951215,1,0,316
0.056251705,0.0071759224,1,0,227
-0.003617525,0.056251764,0,1,216
0.040826917,-0.0036175847,1,0,206
-0.10941994,0.040826857,0,1,169
-0.0110215545,-0.10941994,0,1,162
-0.07123262,-0.0110215545,0,1,202
-0.02499199,-0.07123262,0,1,172
-0.0088143945,-0.02499199,0,1,229
-0.021425843,-0.008814335,0,1,227
-0.04939577,-0.021425843,0,1,251
-0.13763344,-0.04939571,0,1,195
-0.04881549,-0.13763344,0,1,317
-0.05416912,-0.04881549,0,1,326
0.014958188,-0.05416912,1,0,218
0.021518245,0.014958158,1,0,247
0.11252928,0.021518275,1,0,192
0.061733186,0.11252925,1,0,194
-0.01933971,0.061733186,0,1,236
0.060604542,-0.01933977,1,0,211
0.15821397,0.060604542,1,0,185
0.102401495,0.15821397,1,0,193
0.10666633,0.102401376,1,0,161
-0.041695654,0.10666633,0,1,134
-0.042107403,-0.041695654,0,1,108
-0.0943799,-0.042107403,0,1,195
-0.0130624175,-0.0943799,0,1,166
0.0059378147,-0.0130624175,1,0,172
-0.024785936,0.0059378743,0,1,228
0.042782962,-0.024785936,1,0,170
-0.018658757,0.042782962,0,1,153
-0.050453067,-0.018658757,0,1,139
