Date,Open,High,Low,Close,Volume,Ask
2020.08.20 17:15,0.71551,0.71587,0.71549,0.71586,306,0
2020.08.20 17:20,0.71586,0.71609,0.71546,0.71561,251,0
2020.08.20 17:25,0.71561,0.71601,0.71544,0.71558,307,0
2020.08.20 17:30,0.71561,0.71620,0.71559,0.71614,359,0
2020.08.20 17:35,0.71616,0.71623,0.71576,0.71579,256,0
2020.08.20 17:40,0.71579,0.71579,0.71545,0.71551,294,0
2020.08.20 17:45,0.71552,0.71603,0.71536,0.71595,311,0
2020.08.20 17:50,0.71596,0.71663,0.71584,0.71656,379,0
2020.08.20 17:55,0.71654,0.71691,0.71609,0.71624,347,0
2020.08.20 18:00,0.71622,0.71631,0.71577,0.71605,294,0
2020.08.20 18:05,0.71605,0.71605,0.71550,0.71557,192,0
2020.08.20 18:10,0.71557,0.71601,0.71556,0.71583,209,0
2020.08.20 18:15,0.71582,0.71601,0.71569,0.71596,163,0
2020.08.20 18:20,0.71596,0.71627,0.71595,0.71627,189,0
2020.08.20 18:25,0.71628,0.71655,0.71625,0.71643,185,0
2020.08.20 18:30,0.71641,0.71666,0.71634,0.71654,220,0
2020.08.20 18:35,0.71654,0.71723,0.71654,0.71712,330,0
2020.08.20 18:40,0.71712,0.71742,0.71694,0.71706,237,0
2020.08.20 18:45,0.71706,0.71751,0.71703,0.71738,200,0
2020.08.20 18:50,0.71738,0.71749,0.71725,0.71736,198,0
2020.08.20 18:55,0.71738,0.71776,0.71738,0.71766,225,0
2020.08.20 19:00,0.71767,0.71792,0.71762,0.71779,213,0
2020.08.20 19:05,0.71781,0.71813,0.71781,0.71798,170,0
2020.08.20 19:10,0.71798,0.71817,0.71777,0.71788,169,0
2020.08.20 19:15,0.71788,0.71808,0.71786,0.71793,116,0
2020.08.20 19:20,0.71794,0.71811,0.71780,0.71784,93,0
2020.08.20 19:25,0.71784,0.71817,0.71784,0.71814,84,0
2020.08.20 19:30,0.71814,0.71818,0.71792,0.71794,116,0
2020.08.20 19:35,0.71794,0.71796,0.71764,0.71774,146,0
2020.08.20 19:40,0.71774,0.71786,0.71753,0.71754,133,0
2020.08.20 19:45,0.71754,0.71784,0.71754,0.71778,155,0
2020.08.20 19:50,0.71778,0.71808,0.71775,0.71807,166,0
2020.08.20 19:55,0.71806,0.71808,0.71765,0.71772,158,0
2020.08.20 20:00,0.71773,0.71820,0.71773,0.71804,142,0
2020.08.20 20:05,0.71804,0.71813,0.71784,0.71795,140,0
2020.08.20 20:10,0.71795,0.71806,0.71771,0.71777,129,0
2020.08.20 20:15,0.71777,0.71798,0.71777,0.71789,146,0
2020.08.20 20:20,0.71789,0.71804,0.71783,0.71793,103,0
2020.08.20 20:25,0.71793,0.71795,0.71753,0.71755,118,0
2020.08.20 20:30,0.71755,0.71788,0.71755,0.71787,123,0
2020.08.20 20:35,0.71787,0.71823,0.71787,0.71823,139,0
2020.08.20 20:40,0.71820,0.71835,0.71806,0.71829,114,0
2020.08.20 20:45,0.71831,0.71848,0.71823,0.71843,116,0
2020.08.20 20:50,0.71847,0.71858,0.71833,0.71837,135,0
2020.08.20 20:55,0.71836,0.71841,0.71812,0.71818,109,0
2020.08.20 21:00,0.71818,0.71838,0.71812,0.71833,131,0
2020.08.20 21:05,0.71833,0.71840,0.71823,0.71828,106,0
2020.08.20 21:10,0.71828,0.71856,0.71823,0.71853,153,0
2020.08.20 21:15,0.71853,0.71868,0.71845,0.71855,141,0
2020.08.20 21:20,0.71856,0.71912,0.71856,0.71900,176,0
2020.08.20 21:25,0.71899,0.71924,0.71890,0.71912,211,0
2020.08.20 21:30,0.71912,0.71913,0.71873,0.71878,97,0
2020.08.20 21:35,0.71880,0.71908,0.71875,0.71900,137,0
2020.08.20 21:40,0.71900,0.71900,0.71842,0.71856,115,0
2020.08.20 21:45,0.71857,0.71900,0.71853,0.71886,159,0
2020.08.20 21:50,0.71886,0.71918,0.71869,0.71913,139,0
2020.08.20 21:55,0.71913,0.71955,0.71896,0.71922,178,0
2020.08.20 22:00,0.71919,0.71958,0.71903,0.71951,227,0
2020.08.20 22:05,0.71950,0.71976,0.71950,0.71962,196,0
2020.08.20 22:10,0.71962,0.71971,0.71935,0.71950,128,0
2020.08.20 22:15,0.71953,0.71971,0.71917,0.71920,127,0
2020.08.20 22:20,0.71920,0.71931,0.71912,0.71923,163,0
2020.08.20 22:25,0.71924,0.71942,0.71898,0.71942,177,0
2020.08.20 22:30,0.71942,0.71942,0.71909,0.71912,188,0
2020.08.20 22:35,0.71913,0.71938,0.71908,0.71937,146,0
2020.08.20 22:40,0.71937,0.71980,0.71935,0.71973,156,0
2020.08.20 22:45,0.71973,0.71983,0.71953,0.71953,177,0
2020.08.20 22:50,0.71951,0.71968,0.71940,0.71957,193,0
2020.08.20 22:55,0.71956,0.72001,0.71956,0.71999,205,0
2020.08.20 23:00,0.71998,0.72021,0.71982,0.71985,143,0
2020.08.20 23:05,0.71985,0.71993,0.71967,0.71967,44,0
2020.08.20 23:10,0.71967,0.71970,0.71954,0.71955,55,0
2020.08.20 23:15,0.71955,0.71963,0.71935,0.71937,40,0
2020.08.20 23:20,0.71937,0.71937,0.71928,0.71928,27,0
2020.08.20 23:25,0.71927,0.71945,0.71927,0.71941,51,0
2020.08.20 23:30,0.71942,0.71953,0.71938,0.71948,57,0
2020.08.20 23:35,0.71948,0.71954,0.71938,0.71954,51,0
2020.08.20 23:40,0.71954,0.71955,0.71949,0.71955,38,0
2020.08.20 23:45,0.71954,0.71961,0.71944,0.71951,68,0
2020.08.20 23:50,0.71951,0.71952,0.71942,0.71943,64,0
2020.08.20 23:55,0.71940,0.71940,0.71911,0.71913,67,0
2020.08.21 00:00,0.71904,0.71915,0.71881,0.71910,26,0
2020.08.21 00:05,0.71894,0.71924,0.71894,0.71906,57,0
2020.08.21 00:10,0.71926,0.71930,0.71859,0.71907,89,0
2020.08.21 00:15,0.71907,0.71932,0.71896,0.71927,43,0
2020.08.21 00:20,0.71904,0.71930,0.71901,0.71910,46,0
2020.08.21 00:25,0.71910,0.71926,0.71897,0.71908,25,0
2020.08.21 00:30,0.71915,0.71915,0.71894,0.71896,88,0
2020.08.21 00:35,0.71897,0.71930,0.71893,0.71929,36,0
2020.08.21 00:40,0.71931,0.71931,0.71891,0.71893,44,0
2020.08.21 00:45,0.71901,0.71920,0.71887,0.71891,54,0
2020.08.21 00:50,0.71891,0.71912,0.71864,0.71898,39,0
2020.08.21 00:55,0.71911,0.71921,0.71887,0.71897,67,0
2020.08.21 01:00,0.71896,0.71932,0.71896,0.71916,96,0
2020.08.21 01:05,0.71917,0.71935,0.71916,0.71933,46,0
2020.08.21 01:10,0.71933,0.71946,0.71928,0.71945,58,0
2020.08.21 01:15,0.71946,0.71953,0.71942,0.71942,68,0
2020.08.21 01:20,0.71942,0.71964,0.71941,0.71962,44,0
2020.08.21 01:25,0.71962,0.71964,0.71957,0.71963,48,0
2020.08.21 01:30,0.71964,0.71979,0.71961,0.71977,86,0
2020.08.21 01:35,0.71977,0.71977,0.71948,0.71957,70,0
2020.08.21 01:40,0.71957,0.71972,0.71951,0.71972,43,0
2020.08.21 01:45,0.71972,0.71988,0.71968,0.71978,86,0
2020.08.21 01:50,0.71980,0.71988,0.71978,0.71979,60,0
2020.08.21 01:55,0.71979,0.71990,0.71978,0.71985,36,0
2020.08.21 02:00,0.71983,0.71997,0.71968,0.71983,98,0
2020.08.21 02:05,0.71984,0.71984,0.71961,0.71973,82,0
2020.08.21 02:10,0.71974,0.71981,0.71942,0.71954,137,0
2020.08.21 02:15,0.71952,0.71964,0.71937,0.71953,95,0
2020.08.21 02:20,0.71953,0.71956,0.71942,0.71953,70,0
2020.08.21 02:25,0.71953,0.71999,0.71953,0.71993,65,0
2020.08.21 02:30,0.71993,0.72009,0.71989,0.72005,71,0
2020.08.21 02:35,0.72005,0.72006,0.71992,0.71999,67,0
2020.08.21 02:40,0.71999,0.72005,0.71981,0.71999,71,0
2020.08.21 02:45,0.71999,0.72037,0.71998,0.72025,126,0
2020.08.21 02:50,0.72023,0.72080,0.72022,0.72068,214,0
2020.08.21 02:55,0.72068,0.72073,0.72032,0.72032,131,0
2020.08.21 03:00,0.72033,0.72144,0.72032,0.72132,288,0
2020.08.21 03:05,0.72131,0.72158,0.72067,0.72088,251,0
2020.08.21 03:10,0.72088,0.72128,0.72086,0.72088,139,0
2020.08.21 03:15,0.72087,0.72118,0.72082,0.72098,208,0
2020.08.21 03:20,0.72097,0.72109,0.72053,0.72060,227,0
2020.08.21 03:25,0.72060,0.72092,0.72060,0.72079,125,0
2020.08.21 03:30,0.72075,0.72115,0.72075,0.72100,140,0
2020.08.21 03:35,0.72100,0.72105,0.72055,0.72055,158,0
2020.08.21 03:40,0.72055,0.72058,0.72025,0.72045,191,0
2020.08.21 03:45,0.72045,0.72071,0.72045,0.72054,146,0
2020.08.21 03:50,0.72055,0.72089,0.72055,0.72085,151,0
2020.08.21 03:55,0.72083,0.72108,0.72083,0.72086,178,0
2020.08.21 04:00,0.72086,0.72095,0.72038,0.72038,209,0
2020.08.21 04:05,0.72038,0.72050,0.72019,0.72023,187,0
2020.08.21 04:10,0.72022,0.72035,0.72004,0.72014,191,0
2020.08.21 04:15,0.72014,0.72054,0.72014,0.72034,207,0
2020.08.21 04:20,0.72034,0.72044,0.71996,0.72003,181,0
2020.08.21 04:25,0.72003,0.72028,0.71973,0.71981,241,0
2020.08.21 04:30,0.71978,0.72005,0.71964,0.71984,234,0
2020.08.21 04:35,0.71982,0.72045,0.71972,0.72041,196,0
2020.08.21 04:40,0.72042,0.72073,0.72034,0.72044,211,0
2020.08.21 04:45,0.72043,0.72070,0.72004,0.72004,175,0
2020.08.21 04:50,0.72004,0.72024,0.71988,0.72016,189,0
2020.08.21 04:55,0.72016,0.72037,0.71988,0.72004,290,0
2020.08.21 05:00,0.72005,0.72039,0.71990,0.72030,173,0
2020.08.21 05:05,0.72032,0.72035,0.72006,0.72018,169,0
2020.08.21 05:10,0.72018,0.72028,0.71996,0.72012,206,0
2020.08.21 05:15,0.72011,0.72025,0.71996,0.72002,175,0
2020.08.21 05:20,0.72002,0.72009,0.71973,0.71974,117,0
2020.08.21 05:25,0.71974,0.71995,0.71971,0.71987,121,0
2020.08.21 05:30,0.71987,0.72009,0.71971,0.71993,166,0
2020.08.21 05:35,0.71994,0.71995,0.71963,0.71963,124,0
2020.08.21 05:40,0.71966,0.72014,0.71966,0.72011,165,0
2020.08.21 05:45,0.72009,0.72012,0.71985,0.71985,165,0
2020.08.21 05:50,0.71989,0.72014,0.71985,0.71997,137,0
2020.08.21 05:55,0.71997,0.72020,0.71997,0.72013,122,0
2020.08.21 06:00,0.72019,0.72023,0.72007,0.72008,86,0
2020.08.21 06:05,0.72008,0.72022,0.72002,0.72017,91,0
2020.08.21 06:10,0.72017,0.72032,0.72012,0.72018,152,0
2020.08.21 06:15,0.72016,0.72035,0.72012,0.72031,138,0
2020.08.21 06:20,0.72031,0.72037,0.72021,0.72037,131,0
2020.08.21 06:25,0.72036,0.72041,0.72012,0.72012,105,0
2020.08.21 06:30,0.72012,0.72017,0.72002,0.72012,109,0
2020.08.21 06:35,0.72013,0.72015,0.71994,0.71998,111,0
2020.08.21 06:40,0.71998,0.72011,0.71991,0.72002,98,0
2020.08.21 06:45,0.72002,0.72009,0.71993,0.71999,57,0
2020.08.21 06:50,0.71999,0.71999,0.71976,0.71982,158,0
2020.08.21 06:55,0.71983,0.71996,0.71976,0.71984,106,0
2020.08.21 07:00,0.71984,0.72017,0.71981,0.72016,78,0
2020.08.21 07:05,0.72016,0.72017,0.71988,0.71997,79,0
2020.08.21 07:10,0.71997,0.71997,0.71964,0.71972,102,0
2020.08.21 07:15,0.71973,0.71995,0.71969,0.71972,120,0
2020.08.21 07:20,0.71973,0.71973,0.71951,0.71952,153,0
2020.08.21 07:25,0.71951,0.71967,0.71941,0.71967,83,0
2020.08.21 07:30,0.71965,0.71979,0.71962,0.71963,111,0
2020.08.21 07:35,0.71963,0.71964,0.71947,0.71947,102,0
2020.08.21 07:40,0.71947,0.71960,0.71932,0.71948,97,0
2020.08.21 07:45,0.71949,0.71975,0.71949,0.71975,79,0
2020.08.21 07:50,0.71975,0.71995,0.71970,0.71981,96,0
2020.08.21 07:55,0.71981,0.72005,0.71981,0.71998,144,0
2020.08.21 08:00,0.72000,0.72020,0.71994,0.72019,146,0
2020.08.21 08:05,0.72019,0.72024,0.72012,0.72018,89,0
2020.08.21 08:10,0.72018,0.72030,0.72017,0.72028,105,0
2020.08.21 08:15,0.72029,0.72068,0.72026,0.72057,147,0
2020.08.21 08:20,0.72057,0.72057,0.72019,0.72034,143,0
2020.08.21 08:25,0.72032,0.72044,0.72029,0.72036,106,0
2020.08.21 08:30,0.72036,0.72041,0.72012,0.72034,143,0
2020.08.21 08:35,0.72034,0.72041,0.72014,0.72019,102,0
2020.08.21 08:40,0.72019,0.72031,0.71992,0.71996,87,0
2020.08.21 08:45,0.71996,0.72031,0.71994,0.72008,116,0
2020.08.21 08:50,0.72007,0.72013,0.71986,0.71997,143,0
2020.08.21 08:55,0.71997,0.72014,0.71986,0.72014,208,0
2020.08.21 09:00,0.72011,0.72042,0.71968,0.71972,219,0
2020.08.21 09:05,0.71973,0.72031,0.71973,0.72003,219,0
